Institution,Address,City,State,Classification,EFMaleCount,EFFemaleCount,EFTotalCount,STUDENTAID_MEN,STUDENTAID_WOMEN,STUAID_MEN_RATIO,STUAID_WOMEN_RATIO,RECRUITEXP_MEN,RECRUITEXP_WOMEN,Participants_MEN_Baseball,Participants_MEN_Bskball,Participants_MEN_FldHcky,Participants_MEN_Football,Participants_MEN_Golf,Participants_MEN_IceHcky,Participants_MEN_Lacrsse,Participants_MEN_Soccer,Participants_MEN_Softball,Participants_MEN_Tennis,Participants_MEN_XCountry,Participants_MEN_Vollball,Participants_WOMEN_Baseball,Participants_WOMEN_Bskball,Participants_WOMEN_FldHcky,Participants_WOMEN_Football,Participants_WOMEN_Golf,Participants_WOMEN_IceHcky,Participants_WOMEN_Lacrsse,Participants_WOMEN_Soccer,Participants_WOMEN_Softball,Participants_WOMEN_Tennis,Participants_WOMEN_XCountry,Participants_WOMEN_Vollball,OPEXPPERTEAM_MEN_Baseball,OPEXPPERTEAM_MEN_Bskball,OPEXPPERTEAM_MEN_FldHcky,OPEXPPERTEAM_MEN_Football,OPEXPPERTEAM_MEN_Golf,OPEXPPERTEAM_MEN_IceHcky,OPEXPPERTEAM_MEN_Lacrsse,OPEXPPERTEAM_MEN_Soccer,OPEXPPERTEAM_MEN_Softball,OPEXPPERTEAM_MEN_Tennis,OPEXPPERTEAM_MEN_XCountry,OPEXPPERTEAM_MEN_Vollball,OPEXPPERTEAM_WOMEN_Baseball,OPEXPPERTEAM_WOMEN_Bskball,OPEXPPERTEAM_WOMEN_FldHcky,OPEXPPERTEAM_WOMEN_Football,OPEXPPERTEAM_WOMEN_Golf,OPEXPPERTEAM_WOMEN_IceHcky,OPEXPPERTEAM_WOMEN_Lacrsse,OPEXPPERTEAM_WOMEN_Soccer,OPEXPPERTEAM_WOMEN_Softball,OPEXPPERTEAM_WOMEN_Tennis,OPEXPPERTEAM_WOMEN_XCountry,OPEXPPERTEAM_WOMEN_Vollball,REV_MEN_Baseball,REV_MEN_Bskball,REV_MEN_FldHcky,REV_MEN_Football,REV_MEN_Golf,REV_MEN_IceHcky,REV_MEN_Lacrsse,REV_MEN_Soccer,REV_MEN_Softball,REV_MEN_Tennis,REV_MEN_XCountry,REV_MEN_Vollball,REV_WOMEN_Baseball,REV_WOMEN_Bskball,REV_WOMEN_FldHcky,REV_WOMEN_Football,REV_WOMEN_Golf,REV_WOMEN_IceHcky,REV_WOMEN_Lacrsse,REV_WOMEN_Soccer,REV_WOMEN_Softball,REV_WOMEN_Tennis,REV_WOMEN_XCountry,REV_WOMEN_Vollball,EXP_MEN_Baseball,EXP_MEN_Bskball,EXP_MEN_FldHcky,EXP_MEN_Football,EXP_MEN_Golf,EXP_MEN_IceHcky,EXP_MEN_Lacrsse,EXP_MEN_Soccer,EXP_MEN_Softball,EXP_MEN_Tennis,EXP_MEN_XCountry,EXP_MEN_Vollball,EXP_WOMEN_Baseball,EXP_WOMEN_Bskball,EXP_WOMEN_FldHcky,EXP_WOMEN_Football,EXP_WOMEN_Golf,EXP_WOMEN_IceHcky,EXP_WOMEN_Lacrsse,EXP_WOMEN_Soccer,EXP_WOMEN_Softball,EXP_WOMEN_Tennis,EXP_WOMEN_XCountry,EXP_WOMEN_Vollball
University of Alaska Anchorage,3211 Providence Drive,Anchorage,AK,NCAA Division II without football,1653,2051,3704,846150.0,1482991.0,36,64,21420.0,44985.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,0.0,86701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13819.0,0.0,0.0,133908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11582.0,82884.0,0.0,803468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213846.0,0.0,0.0,961277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245080.0,678707.0,0.0,803468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213845.0,0.0,0.0,961277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245080.0,678707.0
University of Alaska Fairbanks,1731 South Chandalar Drive,Fairbanks,AK,NCAA Division II without football,1101,1163,2264,923793.0,625620.0,56,38,34014.0,17435.0,0.0,16.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,0.0,158196.0,0.0,0.0,0.0,779897.0,0.0,0.0,0.0,0.0,23316.0,0.0,0.0,149909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32803.0,158463.0,0.0,698870.0,0.0,0.0,0.0,2208628.0,0.0,0.0,0.0,0.0,81383.0,0.0,0.0,533840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109077.0,598214.0,0.0,661937.0,0.0,0.0,0.0,2069644.0,0.0,0.0,0.0,0.0,77956.0,0.0,0.0,517905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105651.0,589304.0
Arizona State University Campus Immersion,University Drive and Mill Avenue,Tempe,AZ,NCAA Division I-FBS,29322,29671,58993,9413289.0,7369001.0,56,44,859241.0,409774.0,35.0,21.0,0.0,110.0,10.0,28.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,28.0,0.0,0.0,8.0,0.0,45.0,33.0,19.0,12.0,0.0,24.0,765868.0,1215923.0,0.0,3343862.0,324483.0,880255.0,0.0,0.0,0.0,365990.0,0.0,0.0,0.0,734897.0,0.0,0.0,276208.0,0.0,374659.0,383461.0,532089.0,275235.0,0.0,334359.0,3687617.0,9458824.0,0.0,55202023.0,2194369.0,3505282.0,0.0,0.0,0.0,1204641.0,0.0,0.0,0.0,4647905.0,0.0,0.0,2009545.0,0.0,1515432.0,2053282.0,2266723.0,1109055.0,0.0,1732203.0,3687617.0,8969411.0,0.0,31642564.0,2194369.0,3505282.0,0.0,0.0,0.0,1204641.0,0.0,0.0,0.0,4647905.0,0.0,0.0,2009545.0,0.0,1515432.0,2053282.0,2266723.0,1109055.0,0.0,1732203.0
Arizona Western College,2020 S. Avenue 8E,Yuma,AZ,NJCAA Division I,855,1098,1953,503782.0,540983.0,48,52,7672.0,5381.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,13.0,128216.0,72396.0,0.0,0.0,0.0,0.0,0.0,65175.0,0.0,0.0,0.0,0.0,0.0,94980.0,0.0,0.0,0.0,0.0,0.0,62900.0,76560.0,0.0,0.0,70395.0,438956.0,286714.0,0.0,0.0,0.0,0.0,0.0,326209.0,0.0,0.0,0.0,0.0,0.0,309815.0,0.0,0.0,0.0,0.0,0.0,278681.0,328493.0,0.0,0.0,245459.0,438956.0,286714.0,0.0,0.0,0.0,0.0,0.0,326209.0,0.0,0.0,0.0,0.0,0.0,309815.0,0.0,0.0,0.0,0.0,0.0,278681.0,328493.0,0.0,0.0,245459.0
University of Arizona,1401 E University,Tucson,AZ,NCAA Division I-FBS,12749,16691,29440,7387950.0,5882517.0,56,44,1885982.0,708252.0,39.0,17.0,0.0,118.0,13.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,15.0,0.0,0.0,9.0,0.0,0.0,28.0,19.0,12.0,0.0,20.0,1443376.0,4312422.0,0.0,5717816.0,339109.0,0.0,0.0,0.0,0.0,265756.0,0.0,0.0,0.0,1443123.0,0.0,0.0,202056.0,0.0,0.0,479985.0,716723.0,220503.0,0.0,357518.0,1785499.0,23287417.0,0.0,46285173.0,277880.0,0.0,0.0,0.0,0.0,199107.0,0.0,0.0,0.0,1767124.0,0.0,0.0,284301.0,0.0,0.0,575280.0,1348292.0,351533.0,0.0,580765.0,5536637.0,12202647.0,0.0,26235948.0,929351.0,0.0,0.0,0.0,0.0,928881.0,0.0,0.0,0.0,5345487.0,0.0,0.0,948709.0,0.0,0.0,2041185.0,2657966.0,1008118.0,0.0,1583677.0
Central Arizona College,8470 N Overfield Rd,Coolidge,AZ,NJCAA Division I,457,571,1028,359206.0,379198.0,49,51,6500.0,3689.0,31.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,139772.0,28861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29257.0,0.0,0.0,0.0,0.0,0.0,0.0,36088.0,0.0,0.0,0.0,393093.0,185693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222625.0,0.0,0.0,0.0,0.0,0.0,0.0,244440.0,0.0,0.0,0.0,393093.0,185693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222625.0,0.0,0.0,0.0,0.0,0.0,0.0,244440.0,0.0,0.0,0.0
Cochise County Community College District,901 N Colombo Ave,Sierra Vista,AZ,NJCAA Division I,515,830,1345,227106.0,199721.0,53,47,9427.0,9191.0,23.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,47498.0,26257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25870.0,0.0,0.0,0.0,0.0,0.0,21486.0,0.0,0.0,0.0,0.0,328322.0,263230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253454.0,0.0,0.0,0.0,0.0,0.0,252023.0,0.0,0.0,0.0,0.0,328322.0,263230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253454.0,0.0,0.0,0.0,0.0,0.0,252023.0,0.0,0.0,0.0,0.0
Eastern Arizona College,615 N. Stadium Ave.,Thatcher,AZ,NJCAA Division I,526,638,1164,451321.0,612072.0,42,58,11909.0,39363.0,31.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7.0,0.0,15.0,98368.0,72261.0,0.0,0.0,34045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90847.0,0.0,0.0,0.0,0.0,0.0,0.0,132484.0,26001.0,0.0,23813.0,436422.0,332229.0,0.0,0.0,82514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338727.0,0.0,0.0,0.0,0.0,0.0,0.0,419708.0,118359.0,0.0,240866.0,436422.0,332229.0,0.0,0.0,82514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338727.0,0.0,0.0,0.0,0.0,0.0,0.0,419708.0,118359.0,0.0,240866.0
Embry-Riddle Aeronautical University-Prescott,3700 Willow Creek Road,Prescott,AZ,NAIA Division II,2110,781,2891,1340231.0,1361045.0,50,50,19979.0,22751.0,37.0,12.0,0.0,0.0,13.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,9.0,0.0,0.0,33.0,25.0,0.0,0.0,16.0,169220.0,83354.0,0.0,0.0,144627.0,0.0,0.0,95409.0,0.0,0.0,0.0,0.0,0.0,88366.0,0.0,0.0,100504.0,0.0,0.0,98937.0,119711.0,0.0,0.0,72441.0,519987.0,421746.0,0.0,0.0,410964.0,0.0,0.0,552469.0,0.0,0.0,0.0,0.0,0.0,330836.0,0.0,0.0,304629.0,0.0,0.0,541746.0,475606.0,0.0,0.0,418421.0,519987.0,421746.0,0.0,0.0,410964.0,0.0,0.0,552469.0,0.0,0.0,0.0,0.0,0.0,330836.0,0.0,0.0,304629.0,0.0,0.0,541746.0,475606.0,0.0,0.0,418421.0
Glendale Community College,6000 W Olive Ave,Glendale,AZ,NJCAA Division II,1681,1781,3462,59528.0,62883.0,49,51,0.0,0.0,27.0,15.0,0.0,0.0,16.0,0.0,0.0,31.0,0.0,6.0,6.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,4.0,6.0,11.0,17412.0,10165.0,0.0,0.0,3192.0,0.0,0.0,8331.0,0.0,1070.0,1170.0,0.0,0.0,18777.0,0.0,0.0,0.0,0.0,0.0,12874.0,9193.0,2201.0,1125.0,14213.0,97104.0,90107.0,0.0,0.0,18369.0,0.0,0.0,41917.0,0.0,10818.0,2665.0,0.0,0.0,103163.0,0.0,0.0,0.0,0.0,0.0,21084.0,81637.0,6751.0,2637.0,91289.0,97104.0,90107.0,0.0,0.0,18369.0,0.0,0.0,41917.0,0.0,10818.0,2665.0,0.0,0.0,103163.0,0.0,0.0,0.0,0.0,0.0,21084.0,81637.0,6751.0,2637.0,91289.0
Grand Canyon University,3300 W Camelback Rd,Phoenix,AZ,NCAA Division I without football,8681,13609,22290,2570060.0,3592219.0,42,58,293617.0,299377.0,42.0,18.0,0.0,0.0,13.0,0.0,0.0,37.0,0.0,12.0,0.0,22.0,0.0,18.0,0.0,0.0,12.0,0.0,0.0,33.0,28.0,11.0,0.0,19.0,779860.0,1359012.0,0.0,0.0,218300.0,0.0,0.0,426426.0,0.0,116828.0,0.0,201841.0,0.0,941212.0,0.0,0.0,221699.0,0.0,0.0,269651.0,366354.0,107092.0,0.0,284492.0,1816423.0,6786395.0,0.0,0.0,495912.0,0.0,0.0,1425637.0,0.0,316412.0,0.0,599496.0,0.0,2387786.0,0.0,0.0,554758.0,0.0,0.0,1153786.0,1207587.0,436460.0,0.0,1171588.0,1816423.0,6786395.0,0.0,0.0,495912.0,0.0,0.0,1425637.0,0.0,316412.0,0.0,599496.0,0.0,2387786.0,0.0,0.0,554758.0,0.0,0.0,1153786.0,1207587.0,436460.0,0.0,1171588.0
GateWay Community College,108 N. 40th Street,Phoenix,AZ,NJCAA Division II,362,577,939,30579.0,17117.0,64,36,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,39386.0,0.0,0.0,0.0,0.0,0.0,0.0,7494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10511.0,0.0,0.0,0.0,0.0,127647.0,0.0,0.0,0.0,0.0,0.0,0.0,62954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60954.0,0.0,0.0,0.0,0.0,140129.0,0.0,0.0,0.0,0.0,0.0,0.0,50973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59465.0,0.0,0.0,0.0,0.0
Mesa Community College,1833 W Southern Ave,Mesa,AZ,NJCAA Division II,1926,2059,3985,41650.0,54042.0,44,56,0.0,0.0,31.0,15.0,0.0,0.0,9.0,0.0,0.0,26.0,0.0,10.0,15.0,0.0,0.0,12.0,0.0,0.0,7.0,0.0,0.0,22.0,22.0,8.0,8.0,12.0,82638.0,63089.0,0.0,0.0,42818.0,0.0,0.0,47412.0,0.0,45059.0,22290.0,0.0,0.0,84268.0,0.0,0.0,41710.0,0.0,0.0,47827.0,80516.0,41235.0,11888.0,27792.0,132434.0,87089.0,0.0,0.0,69650.0,0.0,0.0,71412.0,0.0,92998.0,42376.0,0.0,0.0,198855.0,0.0,0.0,103113.0,0.0,0.0,74827.0,132601.0,79766.0,42376.0,39792.0,132434.0,87089.0,0.0,0.0,69650.0,0.0,0.0,71412.0,0.0,92998.0,42376.0,0.0,0.0,198855.0,0.0,0.0,103113.0,0.0,0.0,74827.0,132601.0,79766.0,42376.0,39792.0
Northern Arizona University,"1900 S Knoles Dr, Babbitt Administrative Center, Room 200",Flagstaff,AZ,NCAA Division I-FCS,7314,12604,19918,3362617.0,2746669.0,55,45,270912.0,123678.0,0.0,17.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,14.0,0.0,0.0,7.0,0.0,0.0,32.0,0.0,8.0,0.0,15.0,0.0,458093.0,0.0,1272793.0,0.0,0.0,0.0,0.0,0.0,125219.0,0.0,0.0,0.0,416429.0,0.0,0.0,69136.0,0.0,0.0,260587.0,0.0,117656.0,0.0,205553.0,0.0,1776901.0,0.0,5488606.0,0.0,0.0,0.0,0.0,0.0,440286.0,0.0,0.0,0.0,1558965.0,0.0,0.0,401431.0,0.0,0.0,1011833.0,0.0,547735.0,0.0,786837.0,0.0,1776901.0,0.0,5488606.0,0.0,0.0,0.0,0.0,0.0,440286.0,0.0,0.0,0.0,1558965.0,0.0,0.0,401431.0,0.0,0.0,1011833.0,0.0,547735.0,0.0,786837.0
Phoenix College,1202 W Thomas Rd,Phoenix,AZ,NJCAA Division II,740,1218,1958,67302.0,84999.0,44,56,0.0,0.0,28.0,15.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,27.0,28.0,0.0,0.0,15.0,25695.0,15947.0,0.0,0.0,0.0,0.0,0.0,15933.0,0.0,0.0,0.0,0.0,0.0,17412.0,0.0,0.0,0.0,0.0,0.0,15715.0,24709.0,0.0,0.0,14139.0,121589.0,109872.0,0.0,0.0,0.0,0.0,0.0,124636.0,0.0,0.0,0.0,0.0,0.0,89229.0,0.0,0.0,0.0,0.0,0.0,119649.0,135858.0,0.0,0.0,92808.0,127797.0,103747.0,0.0,0.0,0.0,0.0,0.0,121329.0,0.0,0.0,0.0,0.0,0.0,92825.0,0.0,0.0,0.0,0.0,0.0,112293.0,149290.0,0.0,0.0,64759.0
Pima Community College,4905C East  Broadway Blvd.,Tucson,AZ,NJCAA Division II,1362,1596,2958,177676.0,208871.0,46,54,0.0,0.0,40.0,22.0,0.0,0.0,13.0,0.0,0.0,40.0,0.0,0.0,65.0,0.0,0.0,20.0,0.0,0.0,9.0,0.0,0.0,32.0,25.0,0.0,58.0,18.0,33117.0,16278.0,0.0,0.0,26167.0,0.0,0.0,87426.0,0.0,0.0,6288.0,0.0,0.0,23459.0,0.0,0.0,25174.0,0.0,0.0,70220.0,31806.0,0.0,40289.0,28876.0,202922.0,151919.0,0.0,0.0,51254.0,0.0,0.0,213905.0,0.0,0.0,32607.0,0.0,0.0,193830.0,0.0,0.0,43831.0,0.0,0.0,200711.0,168164.0,0.0,61121.0,148950.0,202922.0,151919.0,0.0,0.0,51254.0,0.0,0.0,213905.0,0.0,0.0,32607.0,0.0,0.0,193830.0,0.0,0.0,43831.0,0.0,0.0,200711.0,168164.0,0.0,61121.0,148950.0
Scottsdale Community College,9000 E Chaparral Rd,Scottsdale,AZ,NJCAA Division II,724,796,1520,27300.0,35100.0,44,56,0.0,0.0,32.0,15.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,19.0,15.0,0.0,0.0,11.0,48921.0,25637.0,0.0,0.0,0.0,0.0,0.0,21662.0,0.0,0.0,0.0,0.0,0.0,26168.0,0.0,0.0,0.0,0.0,0.0,21806.0,46378.0,0.0,0.0,26227.0,143576.0,158149.0,0.0,0.0,0.0,0.0,0.0,53632.0,0.0,0.0,0.0,0.0,0.0,112773.0,0.0,0.0,0.0,0.0,0.0,53779.0,128853.0,0.0,0.0,145569.0,143576.0,158149.0,0.0,0.0,0.0,0.0,0.0,53632.0,0.0,0.0,0.0,0.0,0.0,112773.0,0.0,0.0,0.0,0.0,0.0,53779.0,128853.0,0.0,0.0,145569.0
South Mountain Community College,7050 S 24th St,Phoenix,AZ,NJCAA Division II,379,472,851,36674.0,48806.0,43,57,0.0,0.0,34.0,15.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,10.0,0.0,0.0,9.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,53065.0,20968.0,0.0,0.0,44560.0,0.0,0.0,0.0,0.0,0.0,0.0,9271.0,0.0,18494.0,0.0,0.0,37663.0,0.0,0.0,0.0,47727.0,0.0,0.0,26341.0,122019.0,43120.0,0.0,0.0,103427.0,0.0,0.0,0.0,0.0,0.0,0.0,34968.0,0.0,45461.0,0.0,0.0,90301.0,0.0,0.0,0.0,120077.0,0.0,0.0,123577.0,90994.0,43120.0,0.0,0.0,96747.0,0.0,0.0,0.0,0.0,0.0,0.0,19518.0,0.0,40461.0,0.0,0.0,81583.0,0.0,0.0,0.0,91119.0,0.0,0.0,112604.0
Arizona Christian University,1 W. Firestorm Way,Glendale,AZ,NAIA Division I,555,321,876,4560374.0,2032770.0,69,31,17456.0,3932.0,36.0,15.0,0.0,136.0,10.0,0.0,0.0,23.0,0.0,6.0,0.0,16.0,0.0,22.0,0.0,0.0,5.0,0.0,0.0,24.0,20.0,5.0,0.0,19.0,88128.0,98854.0,0.0,217422.0,19270.0,0.0,0.0,22565.0,0.0,18362.0,0.0,15436.0,0.0,52096.0,0.0,0.0,20229.0,0.0,0.0,28958.0,49127.0,17138.0,0.0,36389.0,904655.0,719184.0,0.0,2471014.0,190095.0,0.0,0.0,433171.0,0.0,175762.0,0.0,316946.0,0.0,520310.0,0.0,0.0,93284.0,0.0,0.0,439954.0,428791.0,125645.0,0.0,432102.0,904655.0,719184.0,0.0,2471014.0,190095.0,0.0,0.0,433171.0,0.0,175762.0,0.0,316946.0,0.0,520310.0,0.0,0.0,93284.0,0.0,0.0,439954.0,428791.0,125645.0,0.0,432102.0
Yavapai College,1100 E Sheldon St,Prescott,AZ,NJCAA Division I,601,665,1266,218009.0,186088.0,54,46,1171.0,5226.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0,0.0,0.0,16.0,83948.0,0.0,0.0,0.0,0.0,0.0,0.0,39771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43624.0,78614.0,0.0,0.0,30012.0,356844.0,0.0,0.0,0.0,0.0,0.0,0.0,315000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219125.0,328013.0,0.0,0.0,301953.0,361959.0,0.0,0.0,0.0,0.0,0.0,0.0,138869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211983.0,325184.0,0.0,0.0,221469.0
University of Arkansas at Little Rock,2801 S University Ave,Little Rock,AR,NCAA Division I without football,1175,1770,2945,1836850.0,2456910.0,43,57,121145.0,75783.0,40.0,16.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,8.0,0.0,0.0,27.0,0.0,0.0,0.0,16.0,195961.0,380644.0,0.0,0.0,89018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301080.0,0.0,0.0,42548.0,0.0,0.0,117448.0,0.0,0.0,0.0,115013.0,1397437.0,2191120.0,0.0,0.0,510431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1598055.0,0.0,0.0,404570.0,0.0,0.0,782640.0,0.0,0.0,0.0,714297.0,1397437.0,2191120.0,0.0,0.0,510431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1598055.0,0.0,0.0,404570.0,0.0,0.0,782640.0,0.0,0.0,0.0,714297.0
Arkansas Baptist College,1600 Dr. Martin Luther King Jr. Drive,Little Rock,AR,NAIA Division I,267,77,344,76000.0,48000.0,61,39,12326.0,2032.0,20.0,43.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5200.0,22277.0,0.0,29643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38360.0,269171.0,0.0,178531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63144.0,132277.0,0.0,228963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lyon College,2300 Highland Road,Batesville,AR,NAIA Division I,337,235,572,1811486.0,867404.0,67,32,106459.0,18884.0,59.0,12.0,0.0,99.0,12.0,0.0,0.0,47.0,0.0,0.0,13.0,0.0,0.0,16.0,0.0,0.0,5.0,0.0,0.0,22.0,24.0,0.0,10.0,17.0,143350.0,63848.0,0.0,233013.0,18630.0,0.0,0.0,44335.0,0.0,0.0,8448.0,0.0,0.0,59097.0,0.0,0.0,18953.0,0.0,0.0,29884.0,62700.0,0.0,6498.0,45182.0,813524.0,344021.0,0.0,1891965.0,151241.0,0.0,0.0,495646.0,0.0,0.0,97291.0,0.0,0.0,431963.0,0.0,0.0,105210.0,0.0,0.0,246508.0,425923.0,0.0,86091.0,249949.0,813524.0,344021.0,0.0,1891965.0,151241.0,0.0,0.0,495646.0,0.0,0.0,97291.0,0.0,0.0,431963.0,0.0,0.0,105210.0,0.0,0.0,246508.0,425923.0,0.0,86091.0,249949.0
University of Arkansas,Administration Bldg 425,Fayetteville,AR,NCAA Division I-FBS,9427,12027,21454,8639648.0,6461668.0,57,43,1683192.0,578809.0,41.0,14.0,0.0,124.0,11.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,14.0,0.0,0.0,9.0,0.0,0.0,36.0,28.0,9.0,0.0,17.0,2310408.0,3062498.0,0.0,7386734.0,406713.0,0.0,0.0,0.0,0.0,306057.0,0.0,0.0,0.0,1323261.0,0.0,0.0,290799.0,0.0,0.0,797366.0,1011723.0,258054.0,0.0,501372.0,6155056.0,24094372.0,0.0,84562640.0,64833.0,0.0,0.0,0.0,0.0,71894.0,0.0,0.0,0.0,401265.0,0.0,0.0,77392.0,0.0,0.0,132128.0,344579.0,66281.0,0.0,156226.0,7430590.0,11802170.0,0.0,45994950.0,1479639.0,0.0,0.0,0.0,0.0,1170217.0,0.0,0.0,0.0,4525307.0,0.0,0.0,1429255.0,0.0,0.0,3271289.0,3157005.0,1064419.0,0.0,1913580.0
University of Arkansas at Pine Bluff,1200 N University Mail Slot 4789,Pine Bluff,AR,NCAA Division I-FCS,855,1233,2088,1592836.0,860296.0,65,35,25890.0,5831.0,24.0,15.0,0.0,76.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,23.0,26.0,0.0,0.0,20.0,52961.0,273300.0,0.0,253740.0,18787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133134.0,0.0,0.0,0.0,0.0,0.0,35346.0,27653.0,0.0,0.0,55818.0,436692.0,817448.0,0.0,2208406.0,96832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726690.0,0.0,0.0,0.0,0.0,0.0,308356.0,255347.0,0.0,0.0,404276.0,436692.0,817448.0,0.0,2208406.0,96832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726690.0,0.0,0.0,0.0,0.0,0.0,308356.0,255347.0,0.0,0.0,404276.0
