Institution,Address,City,State,Classification,EFMaleCount,EFFemaleCount,EFTotalCount,STUDENTAID_MEN,STUDENTAID_WOMEN,STUAID_MEN_RATIO,STUAID_WOMEN_RATIO,RECRUITEXP_MEN,RECRUITEXP_WOMEN,Participants_MEN_Baseball,Participants_MEN_Bskball,Participants_MEN_FldHcky,Participants_MEN_Football,Participants_MEN_Golf,Participants_MEN_IceHcky,Participants_MEN_Lacrsse,Participants_MEN_Soccer,Participants_MEN_Softball,Participants_MEN_Tennis,Participants_MEN_XCountry,Participants_MEN_Vollball,Participants_WOMEN_Baseball,Participants_WOMEN_Bskball,Participants_WOMEN_FldHcky,Participants_WOMEN_Football,Participants_WOMEN_Golf,Participants_WOMEN_IceHcky,Participants_WOMEN_Lacrsse,Participants_WOMEN_Soccer,Participants_WOMEN_Softball,Participants_WOMEN_Tennis,Participants_WOMEN_XCountry,Participants_WOMEN_Vollball,OPEXPPERTEAM_MEN_Baseball,OPEXPPERTEAM_MEN_Bskball,OPEXPPERTEAM_MEN_FldHcky,OPEXPPERTEAM_MEN_Football,OPEXPPERTEAM_MEN_Golf,OPEXPPERTEAM_MEN_IceHcky,OPEXPPERTEAM_MEN_Lacrsse,OPEXPPERTEAM_MEN_Soccer,OPEXPPERTEAM_MEN_Softball,OPEXPPERTEAM_MEN_Tennis,OPEXPPERTEAM_MEN_XCountry,OPEXPPERTEAM_MEN_Vollball,OPEXPPERTEAM_WOMEN_Baseball,OPEXPPERTEAM_WOMEN_Bskball,OPEXPPERTEAM_WOMEN_FldHcky,OPEXPPERTEAM_WOMEN_Football,OPEXPPERTEAM_WOMEN_Golf,OPEXPPERTEAM_WOMEN_IceHcky,OPEXPPERTEAM_WOMEN_Lacrsse,OPEXPPERTEAM_WOMEN_Soccer,OPEXPPERTEAM_WOMEN_Softball,OPEXPPERTEAM_WOMEN_Tennis,OPEXPPERTEAM_WOMEN_XCountry,OPEXPPERTEAM_WOMEN_Vollball,REV_MEN_Baseball,REV_MEN_Bskball,REV_MEN_FldHcky,REV_MEN_Football,REV_MEN_Golf,REV_MEN_IceHcky,REV_MEN_Lacrsse,REV_MEN_Soccer,REV_MEN_Softball,REV_MEN_Tennis,REV_MEN_XCountry,REV_MEN_Vollball,REV_WOMEN_Baseball,REV_WOMEN_Bskball,REV_WOMEN_FldHcky,REV_WOMEN_Football,REV_WOMEN_Golf,REV_WOMEN_IceHcky,REV_WOMEN_Lacrsse,REV_WOMEN_Soccer,REV_WOMEN_Softball,REV_WOMEN_Tennis,REV_WOMEN_XCountry,REV_WOMEN_Vollball,EXP_MEN_Baseball,EXP_MEN_Bskball,EXP_MEN_FldHcky,EXP_MEN_Football,EXP_MEN_Golf,EXP_MEN_IceHcky,EXP_MEN_Lacrsse,EXP_MEN_Soccer,EXP_MEN_Softball,EXP_MEN_Tennis,EXP_MEN_XCountry,EXP_MEN_Vollball,EXP_WOMEN_Baseball,EXP_WOMEN_Bskball,EXP_WOMEN_FldHcky,EXP_WOMEN_Football,EXP_WOMEN_Golf,EXP_WOMEN_IceHcky,EXP_WOMEN_Lacrsse,EXP_WOMEN_Soccer,EXP_WOMEN_Softball,EXP_WOMEN_Tennis,EXP_WOMEN_XCountry,EXP_WOMEN_Vollball
Jacksonville College-Main Campus,105 B J Albritton Dr,Jacksonville,TX,NJCAA Division I,113,93,206,0.0,0.0,0,0,1654.0,719.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,35.0,0.0,9.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,38597.0,0.0,0.0,9745.0,0.0,0.0,35503.0,0.0,8872.0,0.0,0.0,0.0,42851.0,0.0,0.0,5847.0,0.0,0.0,22308.0,0.0,0.0,0.0,0.0,0.0,162398.0,0.0,0.0,25034.0,0.0,0.0,149145.0,0.0,55924.0,0.0,0.0,0.0,153818.0,0.0,0.0,14703.0,0.0,0.0,95355.0,0.0,0.0,0.0,0.0,0.0,162398.0,0.0,0.0,25034.0,0.0,0.0,149145.0,0.0,55924.0,0.0,0.0,0.0,153818.0,0.0,0.0,14703.0,0.0,0.0,95355.0,0.0,0.0,0.0,0.0
Jarvis Christian College,"PR 7631, Hwy 80 E",Hawkins,TX,NAIA Division I,289,326,615,488641.0,427829.0,53,47,1944.0,2369.0,60.0,45.0,0.0,0.0,5.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,5.0,0.0,0.0,30.0,40.0,0.0,0.0,30.0,76476.0,98415.0,0.0,0.0,2491.0,0.0,0.0,57650.0,0.0,0.0,0.0,0.0,0.0,67448.0,0.0,0.0,2491.0,0.0,0.0,46274.0,105148.0,0.0,0.0,56913.0,431101.0,306213.0,0.0,0.0,4561.0,0.0,0.0,169615.0,0.0,0.0,0.0,0.0,0.0,257585.0,0.0,0.0,7009.0,0.0,0.0,160885.0,270742.0,0.0,0.0,165561.0,431101.0,306213.0,0.0,0.0,4561.0,0.0,0.0,169615.0,0.0,0.0,0.0,0.0,0.0,257585.0,0.0,0.0,7009.0,0.0,0.0,160885.0,270742.0,0.0,0.0,165561.0
Kilgore College,1100 Broadway,Kilgore,TX,NJCAA Division I,899,1053,1952,467148.0,245408.0,66,34,8298.0,1758.0,0.0,15.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,16695.0,0.0,21211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12742.0,0.0,0.0,0.0,0.0,0.0,0.0,16863.0,0.0,0.0,0.0,0.0,245604.0,0.0,535181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203962.0,0.0,0.0,0.0,0.0,0.0,0.0,244083.0,0.0,0.0,0.0,0.0,245604.0,0.0,535181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203962.0,0.0,0.0,0.0,0.0,0.0,0.0,244083.0,0.0,0.0,0.0
Lamar University,4400 S Martin Luther King Jr Pkwy,Beaumont,TX,NCAA Division I-FCS,1931,2562,4493,3064497.0,2472383.0,55,45,199977.0,71813.0,40.0,17.0,0.0,112.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,22.0,25.0,11.0,0.0,16.0,381496.0,356745.0,0.0,789645.0,104444.0,0.0,0.0,0.0,0.0,80524.0,0.0,0.0,0.0,299746.0,0.0,0.0,52213.0,0.0,0.0,95975.0,183012.0,64201.0,0.0,84040.0,1332013.0,1690616.0,0.0,4275742.0,374008.0,0.0,0.0,0.0,0.0,346174.0,0.0,0.0,0.0,1353976.0,0.0,0.0,298263.0,0.0,0.0,722400.0,715838.0,470636.0,0.0,579666.0,1332013.0,1690616.0,0.0,4254695.0,374008.0,0.0,0.0,0.0,0.0,346174.0,0.0,0.0,0.0,1353976.0,0.0,0.0,291277.0,0.0,0.0,722400.0,715838.0,470636.0,0.0,579666.0
Lamar State College-Port Arthur,1500 Proctor St,Port Arthur,TX,NJCAA Division I,287,482,769,80896.0,84174.0,49,51,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,59672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49742.0,0.0,0.0,0.0,0.0,301234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285086.0,0.0,0.0,0.0,0.0,301234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285086.0,0.0,0.0,0.0
Texas A & M International University,5201 University Blvd,Laredo,TX,NCAA Division II without football,2021,3181,5202,643225.0,791633.0,45,55,47158.0,45125.0,54.0,17.0,0.0,0.0,9.0,0.0,0.0,33.0,0.0,0.0,10.0,0.0,0.0,14.0,0.0,0.0,9.0,0.0,0.0,26.0,24.0,0.0,5.0,21.0,168629.0,121777.0,0.0,0.0,48647.0,0.0,0.0,94280.0,0.0,0.0,15514.0,0.0,0.0,106904.0,0.0,0.0,48692.0,0.0,0.0,70467.0,132923.0,0.0,13327.0,77916.0,524226.0,527807.0,0.0,0.0,147097.0,0.0,0.0,460261.0,0.0,0.0,126797.0,0.0,0.0,475924.0,0.0,0.0,184113.0,0.0,0.0,396568.0,418025.0,0.0,133323.0,416875.0,524226.0,527807.0,0.0,0.0,147097.0,0.0,0.0,460261.0,0.0,0.0,126797.0,0.0,0.0,475924.0,0.0,0.0,184113.0,0.0,0.0,396568.0,418025.0,0.0,133323.0,416875.0
Lee College,511 S Whiting,Baytown,TX,NJCAA Division I,541,473,1014,127000.0,118000.0,52,48,8375.0,5695.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,64764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12714.0,0.0,376405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328535.0,0.0,376405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328535.0
LeTourneau University,2100 S Mobberly Ave,Longview,TX,NCAA Division III without football,888,456,1344,0.0,0.0,0,0,7994.0,17779.0,40.0,17.0,0.0,0.0,15.0,0.0,0.0,40.0,0.0,16.0,13.0,0.0,0.0,17.0,0.0,0.0,5.0,0.0,0.0,23.0,25.0,7.0,9.0,18.0,100307.0,71765.0,0.0,0.0,65880.0,0.0,0.0,58924.0,0.0,39218.0,10808.0,0.0,0.0,69054.0,0.0,0.0,19549.0,0.0,0.0,37499.0,50454.0,33762.0,4331.0,51921.0,230660.0,185419.0,0.0,0.0,100800.0,0.0,0.0,151412.0,0.0,96526.0,33794.0,0.0,0.0,175365.0,0.0,0.0,58515.0,0.0,0.0,110298.0,121630.0,90816.0,32664.0,141602.0,229758.0,183601.0,0.0,0.0,102240.0,0.0,0.0,146348.0,0.0,95993.0,32816.0,0.0,0.0,180220.0,0.0,0.0,55909.0,0.0,0.0,112084.0,116953.0,90474.0,26339.0,136811.0
Lubbock Christian University,5601 19th Street,Lubbock,TX,NCAA Division II without football,423,750,1173,1328065.0,1700655.0,43,55,20357.0,33846.0,36.0,12.0,0.0,0.0,9.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,9.0,0.0,0.0,34.0,23.0,0.0,0.0,17.0,185151.0,106250.0,0.0,0.0,40600.0,0.0,0.0,90570.0,0.0,0.0,0.0,0.0,0.0,83695.0,0.0,0.0,40200.0,0.0,0.0,101900.0,102207.0,0.0,0.0,53902.0,702659.0,628725.0,0.0,0.0,166608.0,0.0,0.0,513986.0,0.0,0.0,0.0,0.0,0.0,823295.0,0.0,0.0,172077.0,0.0,0.0,574692.0,628487.0,0.0,0.0,464851.0,616912.0,568553.0,0.0,0.0,164188.0,0.0,0.0,505809.0,0.0,0.0,0.0,0.0,0.0,669478.0,0.0,0.0,168802.0,0.0,0.0,569222.0,439409.0,0.0,0.0,435185.0
University of Mary Hardin-Baylor,900 College St,Belton,TX,NCAA Division III with football,1047,1942,2989,0.0,0.0,0,0,53182.0,15986.0,41.0,30.0,0.0,196.0,18.0,0.0,0.0,43.0,0.0,16.0,6.0,0.0,0.0,28.0,0.0,0.0,13.0,0.0,0.0,34.0,27.0,11.0,13.0,18.0,67329.0,148685.0,0.0,684627.0,71067.0,0.0,0.0,67034.0,0.0,11230.0,7898.0,0.0,0.0,148685.0,0.0,0.0,61998.0,0.0,0.0,29766.0,61173.0,8602.0,17112.0,69941.0,244824.0,292453.0,0.0,1481328.0,165699.0,0.0,0.0,198783.0,0.0,56732.0,30973.0,0.0,0.0,293975.0,0.0,0.0,155847.0,0.0,0.0,125477.0,177833.0,48886.0,31439.0,129602.0,244824.0,292453.0,0.0,1481328.0,165699.0,0.0,0.0,198783.0,0.0,56732.0,30973.0,0.0,0.0,293975.0,0.0,0.0,155847.0,0.0,0.0,125477.0,177833.0,48886.0,31439.0,129602.0
McLennan Community College,1400 College Dr,Waco,TX,NJCAA Division I,716,1370,2086,316889.0,345111.0,48,52,48001.0,32793.0,49.0,16.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,62849.0,29236.0,0.0,0.0,33854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30212.0,0.0,0.0,28005.0,0.0,0.0,0.0,46751.0,0.0,0.0,0.0,559511.0,328073.0,0.0,0.0,235958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276960.0,0.0,0.0,173814.0,0.0,0.0,0.0,412202.0,0.0,0.0,0.0,612669.0,286504.0,0.0,0.0,224369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360708.0,0.0,0.0,261932.0,0.0,0.0,0.0,240336.0,0.0,0.0,0.0
McMurry University,S 14th and Sayles Blvd,Abilene,TX,NCAA Division III with football,517,479,996,0.0,0.0,0,0,47554.0,20290.0,49.0,18.0,0.0,144.0,12.0,0.0,0.0,28.0,0.0,11.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,31.0,28.0,9.0,0.0,17.0,121270.0,78618.0,0.0,213923.0,83105.0,0.0,0.0,66424.0,0.0,33225.0,0.0,0.0,0.0,56731.0,0.0,0.0,0.0,0.0,0.0,62546.0,77547.0,29540.0,0.0,40575.0,306067.0,227739.0,0.0,650003.0,120888.0,0.0,0.0,178397.0,0.0,63233.0,0.0,0.0,0.0,179217.0,0.0,0.0,0.0,0.0,0.0,159219.0,212194.0,60944.0,0.0,131265.0,300989.0,227338.0,0.0,650003.0,120888.0,0.0,0.0,178397.0,0.0,63233.0,0.0,0.0,0.0,176170.0,0.0,0.0,0.0,0.0,0.0,158600.0,212194.0,60944.0,0.0,131265.0
Midland College,3600 N Garfield,Midland,TX,NJCAA Division I,546,856,1402,462671.0,521911.0,47,53,29332.0,33035.0,32.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,16.0,65516.0,63005.0,0.0,0.0,27299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54971.0,0.0,0.0,0.0,0.0,0.0,0.0,62301.0,0.0,0.0,41645.0,474242.0,392144.0,0.0,0.0,227281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432622.0,0.0,0.0,0.0,0.0,0.0,0.0,448630.0,0.0,0.0,333371.0,474242.0,392144.0,0.0,0.0,227281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432622.0,0.0,0.0,0.0,0.0,0.0,0.0,448630.0,0.0,0.0,333371.0
Midwestern State University,3410 Taft Blvd,Wichita Falls,TX,NCAA Division II with football,1345,2272,3617,1278550.0,1052753.0,55,45,79998.0,19382.0,0.0,16.0,0.0,144.0,12.0,0.0,0.0,36.0,0.0,12.0,0.0,0.0,0.0,14.0,0.0,0.0,7.0,0.0,0.0,31.0,26.0,9.0,0.0,18.0,0.0,67139.0,0.0,214525.0,45904.0,0.0,0.0,41948.0,0.0,18790.0,0.0,0.0,0.0,47494.0,0.0,0.0,36826.0,0.0,0.0,22345.0,63768.0,13831.0,0.0,43485.0,0.0,550185.0,0.0,1743695.0,218445.0,0.0,0.0,364849.0,0.0,161709.0,0.0,0.0,0.0,429289.0,0.0,0.0,222856.0,0.0,0.0,358959.0,328692.0,182764.0,0.0,287981.0,0.0,550185.0,0.0,1743695.0,218445.0,0.0,0.0,364849.0,0.0,161709.0,0.0,0.0,0.0,429289.0,0.0,0.0,222856.0,0.0,0.0,358959.0,328692.0,182764.0,0.0,287981.0
Navarro College,3200 W 7th Avenue,Corsicana,TX,NJCAA Division I,986,1355,2341,784094.0,465295.0,59,35,13645.0,8671.0,38.0,15.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,26.0,0.0,0.0,11.0,48830.0,24645.0,0.0,101556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37325.0,31486.0,0.0,0.0,34144.0,418089.0,252882.0,0.0,813772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325017.0,324152.0,0.0,0.0,225777.0,418089.0,252882.0,0.0,813772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325017.0,324152.0,0.0,0.0,225777.0
University of North Texas,1501 W.Chestnut Ave.,Denton,TX,NCAA Division I-FBS,11516,13925,25441,3217672.0,2770259.0,54,46,363871.0,202923.0,0.0,18.0,0.0,131.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,9.0,0.0,0.0,35.0,28.0,8.0,0.0,22.0,0.0,878129.0,0.0,2674131.0,86184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721143.0,0.0,0.0,264451.0,0.0,0.0,234089.0,353815.0,136716.0,0.0,169395.0,0.0,3511210.0,0.0,11258741.0,424919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2139026.0,0.0,0.0,622703.0,0.0,0.0,998408.0,1068755.0,647747.0,0.0,910637.0,0.0,3511210.0,0.0,11258741.0,424919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2139026.0,0.0,0.0,622703.0,0.0,0.0,998408.0,1068755.0,647747.0,0.0,910637.0
Northeast Texas Community College,2886 FM 1735,Mount Pleasant,TX,NJCAA Division I,386,744,1130,245586.0,262972.0,48,52,7070.0,4460.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,0.0,0.0,0.0,78359.0,0.0,0.0,0.0,0.0,0.0,0.0,31678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31455.0,56551.0,0.0,0.0,0.0,334716.0,0.0,0.0,0.0,0.0,0.0,0.0,218088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169187.0,213717.0,0.0,0.0,0.0,305263.0,0.0,0.0,0.0,0.0,0.0,0.0,116508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136428.0,263435.0,0.0,0.0,0.0
Odessa College,201 W University Blvd,Odessa,TX,NJCAA Division I,847,1418,2265,542076.0,441485.0,55,45,26021.0,23714.0,40.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,14.0,85937.0,75311.0,0.0,0.0,49230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48313.0,0.0,0.0,0.0,0.0,0.0,0.0,97626.0,0.0,0.0,32149.0,329915.0,354158.0,0.0,0.0,212200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270847.0,0.0,0.0,0.0,0.0,0.0,0.0,304892.0,0.0,0.0,217556.0,329915.0,354158.0,0.0,0.0,212200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270847.0,0.0,0.0,0.0,0.0,0.0,0.0,304892.0,0.0,0.0,217556.0
Our Lady of the Lake University,411 SW 24th St.,San Antonio,TX,NAIA Division I,353,724,1077,820593.0,834555.0,48,48,11467.0,11124.0,69.0,52.0,0.0,0.0,16.0,0.0,0.0,39.0,0.0,13.0,13.0,0.0,0.0,23.0,0.0,0.0,7.0,0.0,0.0,32.0,29.0,5.0,10.0,27.0,174776.0,97933.0,0.0,0.0,40395.0,0.0,0.0,43192.0,0.0,27898.0,16561.0,0.0,0.0,68099.0,0.0,0.0,22273.0,0.0,0.0,50444.0,104039.0,7138.0,12605.0,73082.0,526990.0,456265.0,0.0,0.0,138840.0,0.0,0.0,332705.0,0.0,135540.0,57759.0,0.0,0.0,367434.0,0.0,0.0,115075.0,0.0,0.0,360101.0,356681.0,76775.0,56921.0,263827.0,501564.0,436498.0,0.0,0.0,128365.0,0.0,0.0,324924.0,0.0,130383.0,55445.0,0.0,0.0,346755.0,0.0,0.0,115075.0,0.0,0.0,340237.0,328414.0,74958.0,54607.0,249734.0
The University of Texas Rio Grande Valley,1201 W University Dr,Edinburg,TX,NCAA Division I without football,7723,11907,19630,1173217.0,1551133.0,43,57,146349.0,63535.0,57.0,17.0,0.0,0.0,10.0,0.0,0.0,26.0,0.0,9.0,0.0,0.0,0.0,17.0,0.0,0.0,10.0,0.0,0.0,27.0,0.0,11.0,0.0,14.0,447723.0,521708.0,0.0,0.0,105799.0,0.0,0.0,247202.0,0.0,70342.0,0.0,0.0,0.0,431018.0,0.0,0.0,104745.0,0.0,0.0,187294.0,0.0,56042.0,0.0,186225.0,1186179.0,1858638.0,0.0,0.0,287856.0,0.0,0.0,721947.0,0.0,245975.0,0.0,0.0,0.0,1402286.0,0.0,0.0,331132.0,0.0,0.0,676758.0,0.0,296827.0,0.0,782234.0,1186179.0,1858638.0,0.0,0.0,287856.0,0.0,0.0,721947.0,0.0,245975.0,0.0,0.0,0.0,1402286.0,0.0,0.0,331132.0,0.0,0.0,676758.0,0.0,296827.0,0.0,782234.0
Panola College,1109 W Panola Street,Carthage,TX,NJCAA Division I,311,568,879,464634.0,300553.0,61,39,9254.0,13150.0,30.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,49293.0,35255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31483.0,372364.0,270393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275941.0,365980.0,264575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249911.0
Paris Junior College,2400 Clarksville St,Paris,TX,NJCAA Division I,540,802,1342,370040.0,367720.0,50,50,8355.0,9130.0,29.0,17.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,16.0,21.0,0.0,0.0,0.0,35115.0,31421.0,0.0,0.0,0.0,0.0,0.0,31340.0,0.0,0.0,0.0,0.0,0.0,29373.0,0.0,0.0,0.0,0.0,0.0,23347.0,38943.0,0.0,0.0,0.0,225588.0,195075.0,0.0,0.0,0.0,0.0,0.0,143976.0,0.0,0.0,0.0,0.0,0.0,193592.0,0.0,0.0,0.0,0.0,0.0,136244.0,227045.0,0.0,0.0,0.0,225588.0,195075.0,0.0,0.0,0.0,0.0,0.0,143976.0,0.0,0.0,0.0,0.0,0.0,193592.0,0.0,0.0,0.0,0.0,0.0,136244.0,227045.0,0.0,0.0,0.0
Paul Quinn College,3837 Simpson Stuart Rd,Dallas,TX,NAIA Division I,142,187,329,25000.0,30000.0,45,55,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,14.0,0.0,126125.0,0.0,0.0,0.0,0.0,0.0,40673.0,0.0,0.0,0.0,0.0,0.0,103362.0,0.0,0.0,0.0,0.0,0.0,40673.0,0.0,0.0,0.0,21913.0,0.0,199896.0,0.0,0.0,0.0,0.0,0.0,86722.0,0.0,0.0,0.0,0.0,0.0,155770.0,0.0,0.0,0.0,0.0,0.0,86721.0,0.0,0.0,0.0,76266.0,0.0,201758.0,0.0,0.0,0.0,0.0,0.0,99864.0,0.0,0.0,0.0,0.0,0.0,179899.0,0.0,0.0,0.0,0.0,0.0,99864.0,0.0,0.0,0.0,55930.0
Prairie View A & M University,FM 1098 Road & University Drive,Prairie View,TX,NCAA Division I-FCS,2395,5183,7578,1821629.0,1234256.0,60,40,32469.0,39780.0,43.0,20.0,0.0,108.0,10.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,17.0,0.0,0.0,7.0,0.0,0.0,29.0,28.0,7.0,8.0,21.0,252390.0,503089.0,0.0,946756.0,65484.0,0.0,0.0,0.0,0.0,69000.0,51025.0,0.0,0.0,387418.0,0.0,0.0,58000.0,0.0,0.0,85816.0,150674.0,12165.0,71854.0,104393.0,643159.0,1259630.0,0.0,3195455.0,136619.0,0.0,0.0,0.0,0.0,171135.0,133458.0,0.0,0.0,1089298.0,0.0,0.0,136619.0,0.0,0.0,355628.0,404326.0,171135.0,191493.0,400848.0,643159.0,1259630.0,0.0,3195455.0,136619.0,0.0,0.0,0.0,0.0,171135.0,133458.0,0.0,0.0,1089298.0,0.0,0.0,136619.0,0.0,0.0,355628.0,404326.0,171135.0,191493.0,400848.0
Ranger College,1240 College Circle,Ranger,TX,NJCAA Division I,362,376,738,848975.0,758558.0,53,47,2236.0,4263.0,75.0,50.0,0.0,0.0,14.0,0.0,0.0,29.0,0.0,0.0,13.0,0.0,0.0,14.0,0.0,0.0,6.0,0.0,0.0,19.0,23.0,0.0,8.0,18.0,185333.0,47788.0,0.0,0.0,31768.0,0.0,0.0,26174.0,0.0,0.0,16662.0,0.0,0.0,37999.0,0.0,0.0,24859.0,0.0,0.0,20111.0,36622.0,0.0,10253.0,28292.0,630862.0,407180.0,0.0,0.0,142039.0,0.0,0.0,237659.0,0.0,0.0,71870.0,0.0,0.0,230581.0,0.0,0.0,95032.0,0.0,0.0,213204.0,263770.0,0.0,70921.0,219043.0,630862.0,407180.0,0.0,0.0,142039.0,0.0,0.0,237659.0,0.0,0.0,71870.0,0.0,0.0,230581.0,0.0,0.0,95032.0,0.0,0.0,213204.0,263770.0,0.0,70921.0,219043.0
